   NaN      NaN   
41.4500   51.0500   
41.4500   51.0500   
41.4500   51.0500   
41.4500   51.0500   
41.4500   51.0466   
41.4500   51.0208   
41.4500   51.0016   
41.4500   50.9833   
41.4500   50.9750   
41.4500   50.9691   
41.4500   50.9666   
41.4500   50.9575   
41.4500   50.9467   
41.4500   50.9349   
41.4500   50.9337   
41.4500   50.9242   
41.4500   50.9066   
41.4500   50.9000   
41.4500   50.8916   
41.4500   50.8833   
41.4500   50.8742   
41.4500   50.8683   
41.4500   50.8621   
41.4500   50.8683   
41.4500   50.8808   
41.4500   50.8858   
41.4500   50.9241   
41.4500   50.9483   
41.4500   50.9517   
41.4500   50.9550   
41.4500   50.9633   
41.4500   50.9675   
41.4500   50.9825   
41.4500   51.0142   
41.4500   51.0233   
41.4500   51.0450   
41.4500   51.0500   
41.4500   51.0500   
41.4500   51.0500   
41.4500   51.0500   
41.4500   51.0442   
41.4500   51.0333   
41.4500   51.0258   
41.4500   51.0108   
41.4500   50.9917   
41.4500   50.9783   
41.4500   50.9616   
41.4500   50.9575   
41.4500   50.9487   
41.4500   50.9412   
41.4500   50.9308   
41.4500   50.9000   
41.4500   50.8900   
41.4500   50.8683   
41.4500   50.8533   
41.4500   50.8441   
41.4500   39.8708   
41.4500   34.7308   
41.4500   37.7675   
41.4500   40.7046   
41.4500   34.8312   
41.4500   27.1021   
41.4500   25.7567   
41.4500   25.7496   
41.4500   25.7395   
41.4500   25.7291   
41.4500   25.7267   
41.4500   25.7208   
41.4500   25.7200   
41.4500   25.7133   
41.4500   25.7042   
41.4500   25.6933   
41.4500   25.6896   
41.4500   25.6946   
41.4500   25.6929   
41.4500   25.6954   
41.4500   25.6979   
41.4500   25.6983   
41.4500   25.7037   
41.4500   25.7062   
41.4500   25.7129   
41.4500   25.7146   
41.4500   25.7104   
41.4500   25.7112   
41.4500   25.7058   
41.4500   25.6904   
41.4500   25.6896   
41.4500   25.6954   
41.4500   25.6895   
41.4500   25.6812   
41.4500   25.6812   
41.4500   25.6921   
41.4500   25.7016   
41.4500   25.6962   
41.4500   25.6879   
41.4500   25.6825   
41.4500   25.6766   
41.4500   25.6666   
41.4500   25.6492   
41.4500   25.6471   
41.4500   25.6512   
41.4500   25.6441   
41.4500   25.6317   
41.4500   25.6250   
41.4500   25.6229   
41.4500   25.6288   
41.4500   25.6288   
41.4500   25.6329   
41.4500   25.6246   
41.4500   25.6233   
41.4500   25.6125   
41.4500   25.5908   
41.4500   25.5750   
41.4500   25.5629   
41.4500   25.5554   
41.4500   25.5608   
41.4500   25.5621   
41.4500   25.5658   
41.4500   25.5700   
41.4500   25.5750   
41.4500   25.5850   
41.4500   25.5879   
41.4500   25.5879   
41.4500   25.5837   
41.4500   25.5846   
41.4500   25.5804   
41.4500   25.5796   
41.4500   25.5734   
41.4500   25.5704   
41.4500   25.5845   
41.4500   25.5854   
41.4500   25.5892   
41.4500   25.5929   
41.4500   25.5913   
41.4500   25.5938   
41.4500   25.5900   
41.4500   25.5875   
41.4500   25.5833   
41.4500   25.5754   
41.4500   25.5775   
41.4500   25.5650   
41.4500   25.5637   
41.4500   25.5567   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5608   
41.4500   25.5808   
41.4500   25.5925   
41.4500   25.5929   
41.4500   25.5804   
41.4500   25.5787   
41.4500   25.5867   
41.4500   25.5975   
41.4500   25.6062   
41.4500   25.5983   
41.4500   25.5971   
41.4500   25.6083   
41.4500   25.6196   
41.4500   25.6146   
41.4500   25.6104   
41.4500   25.6083   
41.4500   25.5975   
41.4500   25.5933   
41.4500   25.5875   
41.4500   25.5787   
41.4500   25.5729   
41.4500   25.5646   
41.4500   25.5692   
41.4500   25.5771   
41.4500   25.5721   
41.4500   25.5733   
41.4500   25.5804   
41.4500   25.5758   
41.4500   25.5708   
41.4500   25.5633   
41.4500   25.5558   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5504   
41.4500   25.5633   
41.4500   25.5783   
41.4500   25.5792   
41.4500   25.5729   
41.4500   25.5712   
41.4500   25.5791   
41.4500   25.6179   
41.4500   25.6071   
41.4500   25.6091   
41.4500   25.6041   
41.4500   25.5929   
41.4500   25.5871   
41.4500   25.5904   
41.4500   25.5812   
41.4500   25.5862   
41.4500   25.5862   
41.4500   25.5896   
41.4500   25.5887   
41.4500   25.5971   
41.4500   25.5934   
41.4500   25.6033   
41.4500   25.6029   
41.4500   25.6050   
41.4500   25.6183   
41.4500   25.6233   
41.4500   25.6246   
41.4500   25.6229   
41.4500   25.6254   
41.4500   25.6054   
41.4500   25.6029   
41.4500   25.5971   
41.4500   25.5971   
41.4500   25.6112   
41.4500   25.6046   
41.4500   25.6020   
41.4500   25.6071   
41.4500   25.5954   
41.4500   25.5921   
41.4500   25.5958   
41.4500   25.6042   
41.4500   25.6071   
41.4500   25.5991   
41.4500   25.5846   
41.4500   25.5837   
41.4500   25.5929   
41.4500   25.5829   
41.4500   25.5754   
41.4500   25.5579   
41.4500   25.5500   
41.4500   25.5500   
41.4500   25.5546   
41.4500   25.5604   
41.4500   25.5692   
41.4500   25.5746   
41.4500   25.5754   
41.4500   25.5712   
41.4500   25.5637   
41.4500   25.5637   
41.4500   25.5662   
41.4500   25.5671   
41.4500   25.5759   
41.4500   25.5833   
41.4500   25.5971   
41.4500   25.5858   
41.4500   25.5783   
41.4500   25.5721   
41.4500   25.5808   
41.4500   25.5771   
41.4500   25.5787   
41.4500   25.5754   
41.4500   25.5804   
41.4500   25.5692   
41.4500   25.5654   
41.4500   25.5675   
41.4500   25.5696   
41.4500   25.5692   
41.4500   25.5704   
41.4500   25.5679   
41.4500   25.5837   
41.4500   25.5929   
41.4500   25.5971   
41.4500   25.6046   
41.4500   25.6050   
41.4500   25.6233   
41.4500   25.6262   
41.4500   25.6233   
41.4500   25.6288   
41.4500   25.6233   
41.4500   25.6158   
41.4500   25.6096   
41.4500   25.6112   
41.4500   25.6258   
41.4500   25.6366   
41.4500   25.6387   
41.4500   25.6308   
41.4500   25.6154   
41.4500   25.6154   
41.4500   25.6187   
41.4500   25.6121   
41.4500   25.6146   
41.4500   25.6021   
41.4500   25.6025   
41.4500   25.6092   
41.4500   25.6275   
41.4500   25.6067   
41.4500   25.6021   
41.4500   25.6079   
41.4500   25.6088   
41.4500   25.5991   
41.4500   25.5979   
41.4500   25.5946   
41.4500   25.5991   
41.4500   25.6142   
41.4500   25.6071   
41.4500   25.6083   
41.4500   25.6225   
41.4500   25.6354   
41.4500   25.6216   
41.4500   25.6109   
41.4500   25.6016   
41.4500   25.5966   
41.4500   25.5916   
41.4500   25.5916   
41.4500   25.5874   
41.4500   25.5862   
41.4500   25.5946   
41.4500   25.5962   
41.4500   25.6012   
41.4500   25.5996   
41.4500   25.6075   
41.4500   25.6071   
41.4500   25.6104   
41.4500   25.6079   
41.4500   25.6137   
41.4500   25.6071   
41.4500   25.6104   
41.4500   25.6096   
41.4500   25.6054   
41.4500   25.6104   
41.4500   25.6079   
41.4500   25.6125   
